,oil_store,가격,상표,셀프,주소,구
246,세원주유소,1476.0,SK에너지,Y,서울 강북구 한천로 918 (번동),강북구
247,(주)에프알엔디 직영 송정주유소,1478.0,SK에너지,N,서울 강북구 인수봉로 185 (수유동),강북구
248,SK매일주유소,1479.0,SK에너지,Y,서울특별시 강북구  삼양로 217 (미아동),강북구
249,에덴주유소,1487.0,SK에너지,Y,서울 강북구 월계로 195 (번동),강북구
250,대성석유(주)신광주유소,1499.0,GS칼텍스,N,서울 강북구 삼양로 484,강북구
251,새한주유소,1519.0,SK에너지,Y,서울특별시 강북구  도봉로 75 (미아동),강북구
252,(주)한독모터스용산뉴타운주유소,1578.0,GS칼텍스,N,서울 용산구 한강대로 48 (한강로3가),용산구
253,용일주유소,1598.0,GS칼텍스,N,서울 용산구 한강대로 37 (한강로3가),용산구
254,강변주유소,1699.0,SK에너지,N,서울특별시 용산구  원효로 9 (청암동),용산구
255,한석주유소,1859.0,SK에너지,N,서울특별시 용산구  이촌로 164 (이촌제1동),용산구
256,(주)영원 풍기주유소,1894.0,GS칼텍스,N,서울 용산구 원효로 178 (원효로2가),용산구
257,(주)신태성주유소,1897.0,SK에너지,N,서울 용산구 원효로 147 (원효로3가),용산구
258,(주)남경주유소,1899.0,SK에너지,N,서울 용산구 녹사평대로11길 24 (서빙고동),용산구
259,수림석유 제3한강주유소,1960.0,GS칼텍스,N,서울 용산구 한남대로 45 (한남동),용산구
260,지에스칼텍스(주)서계주유소,1973.0,GS칼텍스,N,서울 용산구 청파로 367 (서계동),용산구
261,현대오일뱅크(주)직영 소월길주유소,1994.0,현대오일뱅크,N,서울 용산구 소월로 66 (후암동),용산구
262,갈월동주유소,1999.0,SK에너지,N,서울 용산구 한강대로 322 (갈월동),용산구
263,흥국주유소,1999.0,SK에너지,N,서울 용산구 한남대로 204 (한남동),용산구
264,동자동 주유소,2060.0,SK에너지,N,서울 용산구 한강대로104길 6 (동자동),용산구
265,에너비스,2098.0,SK에너지,N,서울 용산구 한남대로 82 (한남동),용산구
266,한남지점,2098.0,SK에너지,N,서울 용산구 한남대로21길 4 (한남동),용산구
267,타이거주유소,1437.0,SK에너지,Y,서울 은평구 수색로 188 (증산동),은평구
268,(주)명연에너지 수색훼미리주유소,1437.0,현대오일뱅크,Y,서울 은평구 수색로 236 (수색동),은평구
269,지에스칼텍스(주)수색뉴타운주유소,1457.0,GS칼텍스,Y,서울 은평구 수색로 350 (수색동),은평구
270,다회주유소,1469.0,S-OIL,Y,서울 은평구 증산로 441 (신사동),은평구
271,지에스칼텍스㈜ 신사제일주유소,1469.0,GS칼텍스,Y,서울 은평구 증산로 423 (신사동),은평구
272,지에스칼텍스㈜ 서부주유소,1484.0,GS칼텍스,Y,서울 은평구 응암로 210 (응암동),은평구
273,불광주유소,1488.0,현대오일뱅크,N,서울 은평구 연서로 314 (불광동),은평구
274,(주)에스지주유소,1488.0,현대오일뱅크,Y,서울 은평구 증산로 371 (신사동),은평구
275,대성산업㈜ 대성주유소,1498.0,GS칼텍스,Y,서울 은평구 통일로 642,은평구
276,지에스칼텍스㈜ 녹번주유소,1513.0,GS칼텍스,N,서울 은평구 통일로 600 (녹번동),은평구
277,뉴타운셀프주유소,1519.0,S-OIL,Y,서울특별시 은평구  통일로 1031,은평구
278,은평뉴타운주유소,1522.0,SK에너지,Y,서울 은평구 통일로 924 (불광동),은평구
279,박석고개주유소,1522.0,SK에너지,Y,서울 은평구 통일로 945 (갈현동),은평구
280,성원이앤에스(주)은평지점,1523.0,GS칼텍스,N,서울 은평구 통일로 968 (진관동),은평구
281,SK네트웍스(주)은평드림주유소,1539.0,SK에너지,N, 서울특별시 은평구 통일로 1151 (진관동),은평구
282,코끼리주유소,1583.0,자가상표,N,서울 은평구 서오릉로 41 (녹번동),은평구
283,무궁화주유소,1729.0,SK에너지,Y,서울 은평구 응암로 163,은평구
284,(주)지에스이앤알 평창주유소,1599.0,현대오일뱅크,N,서울 종로구 평창문화로 135 (평창동),종로구
285,구도일주유소특종,1618.0,S-OIL,N,서울 종로구 평창문화로 90 (평창동),종로구
286,자하문주유소,1657.0,SK에너지,Y,서울 종로구 자하문로 248 (부암동),종로구
287,(주)마봉 안풍주유소,1657.0,S-OIL,N,서울 종로구 자하문로 303 (홍지동),종로구
288,SK북악주유소,1968.0,SK에너지,N,서울 종로구 평창문화로 137,종로구
289,SK네트웍스(주)재동주유소,1999.0,SK에너지,N,서울 종로구 율곡로 58 (경운동),종로구
290,경복궁주유소,2078.0,GS칼텍스,N,서울 종로구 율곡로 6 (중학동),종로구
291,(주)중앙에너비스 혜화주유소,2098.0,SK에너지,N,서울 종로구 창경궁로35길 1,종로구
292,(주)대양씨앤씨 사직주유소,2098.0,GS칼텍스,N,서울 종로구 사직로 65 (사직동),종로구
293,세화주유소,1578.0,알뜰주유소,N,서울 중구 왕십리로 403 (신당동),중구
294,현대오일뱅크 장원주유소,1758.0,현대오일뱅크,N,서울 중구 동호로 203 (신당동),중구
295,화성주유소,1798.0,S-OIL,N,서울 중구 다산로 233 (무학동),중구
296,신당동주유소,1898.0,SK에너지,N,서울 중구 다산로 242 (신당동),중구
297,통일주유소,1995.0,SK에너지,N,서울 중구 동호로 296 (장충동2가),중구
298,약수주유소,2098.0,GS칼텍스,N,서울 중구 다산로 173,중구
299,(주)중앙에너비스 퇴계로지점,2098.0,SK에너지,N,서울 중구 퇴계로 228 (필동2가),중구
300,지에스칼텍스(주)초동주유소,2099.0,GS칼텍스,N,서울 중구 마른내로 31 (초동),중구
301,필동주유소,2119.0,GS칼텍스,N,서울특별시 중구  퇴계로 196 (필동2가),중구
302,SC(주) 역전주유소,2175.0,GS칼텍스,N,서울 중구 퇴계로 15,중구
303,장충주유소,2192.0,SK에너지,N,서울 중구 장충단로 202 (장충동1가),중구
304,서남주유소,2264.0,SK에너지,N,서울 중구 통일로 30,중구
305,우림주유소,1455.0,GS칼텍스,Y,서울 중랑구 용마산로 487 (망우동),중랑구
306,지에스칼텍스㈜ 대원주유소,1457.0,GS칼텍스,Y,서울 중랑구 동일로 600,중랑구
307,(주)자연에너지 대창주유소,1457.0,현대오일뱅크,N,서울 중랑구 동일로 636 (면목동),중랑구
308,면목SELF주유소,1457.0,SK에너지,Y,서울 중랑구 동일로 627 (면목동),중랑구
309,구도일주유소 동천,1457.0,S-OIL,Y,서울특별시 중랑구  동일로 654 (면목동),중랑구
310,신내주유소,1473.0,SK에너지,Y,서울 중랑구 용마산로 705 (신내동),중랑구
311,신일셀프주유소,1479.0,SK에너지,Y,서울 중랑구 상봉로 58 (망우동),중랑구
312,대양주유소,1479.0,GS칼텍스,N,서울 중랑구  봉우재로 105 (상봉동),중랑구
313,용마로주유소,1489.0,SK에너지,Y,서울 중랑구  용마산로 309 (면목동),중랑구
314,(주)기지에너지,1489.0,S-OIL,N,서울 중랑구 용마산로 716 (신내동),중랑구
315,망우주유소(self),1489.0,GS칼텍스,Y,서울 중랑구 망우로 311 (상봉동),중랑구
316,오천만주유소,1497.0,S-OIL,N,서울 중랑구 동일로 547 (면목동),중랑구
317,범아주유소(주),1498.0,S-OIL,N,서울 중랑구 동일로 881 (묵동),중랑구
318,구도일주유소,1498.0,S-OIL,N,서울 중랑구 망우로 170 (상봉동),중랑구
319,지에스칼텍스㈜ 소망주유소,1518.0,GS칼텍스,Y,서울 중랑구 망우로 475,중랑구
320,중랑교,1519.0,SK에너지,Y,서울 중랑구 망우로 229 (중화동),중랑구
321,뉴신정주유소,1428.0,알뜰주유소,N,서울특별시 강서구 곰달래로39길 10 (화곡동),강서구
322,화곡역주유소,1428.0,알뜰주유소,Y,서울특별시 강서구  강서로 154 (화곡동),강서구
323,화곡현대주유소,1447.0,SK에너지,Y,서울 강서구 강서로 151 (화곡동),강서구
324,유턴주유소,1457.0,알뜰주유소,Y,서울 강서구 남부순환로 57,강서구
325,강서오곡셀프주유소,1457.0,SK에너지,Y,서울특별시 강서구 벌말로 254 (오곡동),강서구
326,신화곡주유소,1457.0,S-OIL,Y,서울 강서구 국회대로 71,강서구
327,하이웨이주유소,1457.0,S-OIL,Y,서울특별시 강서구 공항대로 432(화곡동),강서구
328,지에스칼텍스㈜ 경인고속주유소,1458.0,GS칼텍스,Y,서울 강서구 국회대로 225 (화곡동),강서구
329,목화주유소,1458.0,SK에너지,Y,서울 강서구  국회대로 251 (화곡동),강서구
330,KH에너지(주)직영 KH외발산주유소,1459.0,SK에너지,Y,서울 강서구 방화대로 30,강서구
331,해바라기,1459.0,SK에너지,Y,서울 강서구 화곡로 273 (화곡동),강서구
332,스카이주유소,1466.0,S-OIL,Y,서울 강서구 개화동로 457 (방화동),강서구
333,개화주유소,1467.0,SK에너지,Y,서울 강서구 양천로 57,강서구
334,방화주유소,1469.0,SK에너지,N,서울 강서구 방화동로 58-2 (방화동),강서구
335,우장산주유소,1475.0,SK에너지,N,서울 강서구 강서로 292 (내발산동),강서구
336,(주)발산주유소,1475.0,현대오일뱅크,N,서울 강서구 강서로 291 (내발산동),강서구
337,행촌에너지 공항주유소,1477.0,현대오일뱅크,Y,서울특별시 강서구  개화동로 420 (개화동),강서구
338,현대오일뱅크 등촌주유소,1477.0,현대오일뱅크,N,서울특별시 강서구 등촌로 189 (등촌동),강서구
339,강서열린점,1478.0,GS칼텍스,N,서울 강서구 등촌로 213 (등촌동),강서구
340,현대오일뱅크(주) 가양주유소,1479.0,현대오일뱅크,N,서울 강서구  양천로 391 (가양동),강서구
341,대성석유(주) 마곡대성주유소,1479.0,GS칼텍스,Y,서울 강서구 강서로 457,강서구
342,대성석유(주)직영관문주유소,1489.0,GS칼텍스,N,서울 강서구 공항대로 314,강서구
343,(주)한진 김포공항주유소,1489.0,S-OIL,Y,서울 강서구 하늘길 259,강서구
344,현대오일뱅크 양화교주유소,1494.0,현대오일뱅크,N,서울 강서구 공항대로 653 (염창동),강서구
345,대성석유(주)방화대성주유소,1499.0,GS칼텍스,Y,서울 강서구 양천로 176,강서구
346,대성주유소,1499.0,GS칼텍스,N,서울 강서구 강서로 472 (등촌동),강서구
347,박물관주유소,1518.0,GS칼텍스,N,서울 강서구 양천로53길 97 (가양동),강서구
348,세원1주유소,1520.0,SK에너지,Y,서울 강서구 양천로 311 (가양동),강서구
349,SK에너지(주) 가양주유소,1569.0,SK에너지,N,서울 강서구 강서로 498 (가양동),강서구
350,(주)한진 김포공항제2주유소,1586.0,S-OIL,N,서울 강서구 하늘길 112,강서구
351,코리나(주)청룡주유소,1598.0,SK에너지,N,서울 강서구 양천로 576 (등촌동),강서구
352,참솔에너지,1653.0,S-OIL,Y,서울 강서구 벌말로 281 (오곡동),강서구
353,SK네트웍스 에어포트주유소,1745.0,SK에너지,N,서울 강서구 개화동로 519 (방화동),강서구
354,염창동주유소,1797.0,SK에너지,N,서울 강서구 양천로 720 (염창동),강서구
355,(주)엠오티이엔지 직영 삼화주유소,1469.0,알뜰주유소,N,서울 관악구 보라매로 41 (봉천동),관악구
356,유림주유소,1497.0,S-OIL,N,서울 관악구 신림로 176 (신림동),관악구
357,대양석유(주)직영 보라매주유소,1498.0,SK에너지,Y,서울 관악구  보라매로 26 (봉천동),관악구
358,(주)연우에너지 신관주유소,1498.0,GS칼텍스,Y,서울 관악구 신림로 290 (신림동) 신관주유소,관악구
359,남현주유소,1505.0,현대오일뱅크,N,서울 관악구 남부순환로 2014 (남현동),관악구
360,서일석유(주)락성주유소,1505.0,GS칼텍스,Y,서울특별시 관악구  남부순환로 1920 (봉천동),관악구
361,현대오일뱅크(주)직영 관악셀프주유소,1514.0,현대오일뱅크,Y,서울 관악구 남부순환로 1520 (신림동),관악구
362,현대주유소,1529.0,현대오일뱅크,N,서울 관악구 난곡로 108 (신림동),관악구
363,문성골주유소,1548.0,현대오일뱅크,N,서울 관악구 문성로 97 (신림동),관악구
364,지에스칼텍스㈜ 난곡주유소,1558.0,GS칼텍스,N,서울 관악구 난곡로 206 (신림동),관악구
365,SK에너지(주) 신봉천,1574.0,SK에너지,N,서울 관악구 남부순환로 1880 (봉천동),관악구
366,관악시몬주유소,1575.0,S-OIL,N,서울특별시 관악구 남부순환로 1753 (봉천동),관악구
367,SK에너지(주)직영 대공원주유소,1577.0,SK에너지,N,서울특별시 관악구  과천대로 921 (남현동),관악구
368,CJ대한통운㈜ 신림주유소,1584.0,GS칼텍스,N,서울 관악구 남부순환로 1515 (신림동),관악구
369,(주)한유에너지행운셀프주유소,1598.0,SK에너지,Y,서울 관악구 남부순환로 1883 (봉천동),관악구
370,한규상사 유정주유소,1598.0,SK에너지,N,서울 관악구 남부순환로 1691 (봉천동),관악구
371,현대오일뱅크(주)직영 능동주유소,1454.0,현대오일뱅크,Y,서울 광진구 천호대로 584 (능동),광진구
372,평안주유소,1454.0,알뜰주유소,N,서울 광진구 천호대로 630 (능동),광진구
373,태양주유소,1464.0,GS칼텍스,N,서울 광진구 동일로 345 (중곡동),광진구
374,용마주유소,1465.0,GS칼텍스,N,서울 광진구 용마산로 68 (중곡동),광진구
375,대원주유소,1465.0,S-OIL,N,서울 광진구 용마산로 122 (중곡동),광진구
376,(주)장수주유소,1487.0,SK에너지,N,서울 광진구 동일로 266 (군자동),광진구
377,현대오일뱅크(주) 중원주유소,1489.0,현대오일뱅크,N,서울 광진구 동일로 398 (중곡동),광진구
378,현대오일뱅크(주)직영 중곡현대주유소,1489.0,현대오일뱅크,N,서울특별시 광진구 동일로 435 (중곡동),광진구
379,일진주유소,1489.0,S-OIL,Y,서울특별시 광진구  동일로 413 (중곡동),광진구
380,삼호주유소,1512.0,S-OIL,Y,서울 광진구 천호대로 809 (광장동),광진구
381,대성산업(주)구의주유소,1514.0,GS칼텍스,N,서울 광진구 광나루로 570 (구의동),광진구
382,대명주유소,1515.0,SK에너지,Y,서울 광진구 광나루로 460 (화양동),광진구
383,강평주유소,1518.0,SK에너지,N,서울 광진구 아차산로 616 (광장동),광진구
384,구의스타주유소,1539.0,GS칼텍스,N,서울 광진구 자양로 103,광진구
385,자양주유소,1545.0,SK에너지,N,서울특별시 광진구  아차산로 298 (자양동),광진구
386,SK장호셀프주유소,1545.0,SK에너지,Y,서울 광진구  자양로37 (자양동),광진구
387,동서울주유소,1569.0,GS칼텍스,N,서울 광진구 강변역로 10 (구의동),광진구
388,성일주유소,1615.0,SK에너지,N,서울 광진구 동일로 50 (자양동),광진구
389,풀페이주유소,1443.0,SK에너지,N,서울 구로구 경인로 41 (온수동),구로구
390,극동유화(주)항동주유소,1448.0,S-OIL,Y,서울특별시 구로구 서해안로 2154 (항동),구로구
391,신성주유소,1449.0,현대오일뱅크,Y,서울 구로구 구로동로 187 (구로제2동),구로구
392,㈜지에스이앤알 근린공원주유소,1449.0,S-OIL,N,서울 구로구 고척로 199 (고척동),구로구
393,(주)한미석유구로그린주유소,1449.0,GS칼텍스,Y,서울 구로구 구로중앙로 76 (구로동),구로구
394,JHC에너지,1465.0,알뜰주유소,N,서울특별시 구로구  시흥대로 539 (구로동),구로구
395, 현대오일뱅크㈜직영 구로셀프주유소,1468.0,현대오일뱅크,Y,서울 구로구 시흥대로 531,구로구
396,처음처럼주유소,1469.0,S-OIL,N,서울 구로구 오리로 1299 (궁동),구로구
397,대성산업(주)디큐브주유소,1489.0,GS칼텍스,N,서울 구로구 경인로 650 (신도림동),구로구
398,시몬주유소,1497.0,S-OIL,N,서울특별시 구로구 부일로 871 (온수동),구로구
399,개봉주유소,1498.0,현대오일뱅크,Y,서울특별시 구로구  고척로 115 (개봉동),구로구
400,영진주유소,1498.0,S-OIL,N,서울 구로구 구로동로 20 (가리봉동),구로구
401,동선주유소,1517.0,GS칼텍스,N,서울 구로구 경인로 150 (오류동),구로구
402,현대오일뱅크(주)직영 신구로주유소,1532.0,현대오일뱅크,N,서울 구로구 가마산로 293 (구로동),구로구
403,정은주유소,1537.0,현대오일뱅크,N,서울 구로구 경인로 407 (고척동),구로구
404,SK구로주유소,1538.0,SK에너지,N,서울 구로구 구일로 94 (구로동),구로구
405,SK에너지(주)직영 개봉동주유소,1539.0,SK에너지,N,서울 구로구 경인로 290 (개봉동),구로구
406,(주)새서울석유 대원셀프주유소,1547.0,SK에너지,Y,서울 구로구 개봉로 7,구로구
407,신오류주유소,1599.0,SK에너지,N,서울 구로구 경인로 161 (오류동),구로구
408,(주)유공 구인주유소,1625.0,SK에너지,N,서울 구로구 경인로 558 (구로동),구로구
409,동아주유소,1768.0,S-OIL,N,서울특별시 구로구  도림로 91 (구로동),구로구
410,구로주유소,2064.0,GS칼텍스,N,서울 구로구 구로동로 137 (구로동),구로구
411,구광주유소,1465.0,S-OIL,N,서울특별시 금천구  서부샛길 674 (가산동),금천구
412,명보주유소,1465.0,알뜰주유소,N,서울 금천구 시흥대로 377 (독산동),금천구
413,(주)태영유업 독산고개,1465.0,현대오일뱅크,Y,서울 금천구 시흥대로 484,금천구
414,(주)진우에너지 백운주유소,1465.0,GS칼텍스,Y,서울 금천구 시흥대로 282 (독산동),금천구
415,백산주유소,1469.0,S-OIL,Y,서울특별시 금천구  시흥대로 174 (시흥동),금천구
416,대득에너지(금천셀프주유소),1469.0,GS칼텍스,Y,서울 금천구  시흥대로 81 (시흥동),금천구
417,지에스칼텍스(주)일신주유소,1474.0,GS칼텍스,Y,서울 금천구 시흥대로 118,금천구
418,KH에너지(주)직영시흥대로주유소,1475.0,SK에너지,N,서울 금천구 시흥대로 221 (시흥동),금천구
419,남서울경복에너지,1475.0,S-OIL,Y,서울 금천구 독산로 257 (독산동),금천구
420,경복에너지주유소,1475.0,현대오일뱅크,N,서울 금천구  독산로 147 (시흥동),금천구
421,SK에너지(주) 박미주유소,1541.0,SK에너지,N,서울 금천구 시흥대로 39-7 (시흥동),금천구
422,SK에너지(주) 이가주유소,1559.0,SK에너지,N,서울 금천구 시흥대로 441,금천구
423,순환도로,1615.0,SK에너지,N,서울 금천구 남부순환로 1410 (독산동),금천구
424,월계주유소,1487.0,GS칼텍스,Y,서울 노원구 월계로 252 (월계동),노원구
425,삼육주유소,1495.0,SK에너지,Y,서울 노원구 화랑로 822 (공릉동),노원구
426,(주)이엠배꽃나라주유소,1498.0,GS칼텍스,Y,서울 노원구 화랑로 466 (공릉동),노원구
427,태릉솔밭주유소,1498.0,S-OIL,Y,서울 노원구 노원로 49 (공릉동),노원구
428,화랑대주유소,1499.0,SK에너지,Y,서울 노원구 화랑로 483,노원구
429,(주)소모에너지엔테크놀러지 수락산주유소,1516.0,GS칼텍스,Y,서울 노원구 동일로 1772,노원구
430,불암주유소,1528.0,S-OIL,Y,서울특별시 노원구  한글비석로 268 (중계동),노원구
431,한신주유소,1528.0,SK에너지,N,서울 노원구 동일로 1089 (공릉동),노원구
432,신성주유소,1539.0,S-OIL,Y,서울 노원구 월계로 328 (월계동),노원구
433,성북역주유소,1548.0,GS칼텍스,N,서울 노원구 광운로 95 (월계동),노원구
434,노원주유소,1568.0,GS칼텍스,N,서울특별시 노원구  동일로 1008 (공릉동),노원구
435,상계동주유소,1630.0,현대오일뱅크,N,서울 노원구 노원로26길 191 (상계동),노원구
436,하계삼호주유소,1631.0,GS칼텍스,N,서울 노원구 공릉로 294 (하계동),노원구
437,sk네트웍스(주)직영 하계주유소,1639.0,SK에너지,N,서울 노원구 노원로17길 29 (하계동),노원구
438,양지진흥개발(주)상계주유소,1698.0,SK에너지,N,서울 노원구 노해로 527 (상계동),노원구
439,한이에너지(주)KLP제1주유소,1455.0,현대오일뱅크,N,서울 도봉구 도봉로 596 (창동),도봉구
440,도봉제일주유소(주)송만에너지,1455.0,현대오일뱅크,N,서울특별시 도봉구  도봉로 783 (도봉동),도봉구
441,정다운셀프주유소,1459.0,SK에너지,Y, 서울특별시 도봉구 도봉로 635 (쌍문동),도봉구
442,극동유화(주)대안주유소,1459.0,S-OIL,Y,서울 도봉구 마들로 574 (창동),도봉구
443,삼미북부셀프주유소,1459.0,SK에너지,Y,서울특별시 도봉구  도봉로 437 (쌍문동),도봉구
444,동일석유(주) 창동주유소,1469.0,SK에너지,Y,서울 도봉구  도봉로 434 (창동),도봉구
445,서현주유소,1469.0,S-OIL,Y,서울 도봉구 방학로 142 (방학동),도봉구
446,SK네트웍스(주)도봉행복주유소,1475.0,SK에너지,Y,서울 도봉구  도봉로 941 (도봉동),도봉구
447,지에스칼텍스㈜ 방학동주유소,1479.0,GS칼텍스,Y,서울 도봉구 방학로 186,도봉구
448,쌍문주유소,1479.0,S-OIL,Y,서울특별시 도봉구  도봉로 547 (쌍문동),도봉구
449,지에스칼텍스㈜ 도봉주유소,1479.0,GS칼텍스,Y,서울 도봉구 도봉로 895 (도봉동),도봉구
450,(주)쌍문셀프주유소,1485.0,현대오일뱅크,Y,서울 도봉구 노해로 161 (쌍문동),도봉구
451,구도일주유소 도봉,1489.0,S-OIL,Y,서울 도봉구 도봉로 706 (방학동),도봉구
452,대성산업(주)신창주유소,1499.0,GS칼텍스,N,서울 도봉구 덕릉로 267 (창동),도봉구
453,오복주유소,1519.0,S-OIL,Y,서울 도봉구 방학로 43,도봉구
454,sk네트웍스 영신주유소,1569.0,SK에너지,N,서울 도봉구 방학로 151,도봉구
455,제일주유소,1598.0,S-OIL,N,서울 도봉구 해등로3길 86 (창동),도봉구
456,(주)소모에너지엔테크놀러지 신중계주유소,1618.0,GS칼텍스,N,서울 도봉구 방학로 21 (방학동),도봉구
457,해와달주유소,1992.0,현대오일뱅크,N,서울 도봉구 마들로 776 (도봉동),도봉구
458,(주)보성 세곡주유소,1507.0,SK에너지,Y,서울특별시 강남구  헌릉로 731 (세곡동),강남구
459,현대오일뱅크 도곡셀프주유소,1518.0,현대오일뱅크,Y,서울 강남구  남부순환로 2718 (도곡2동),강남구
460,(주)정원이디에쓰 산성주유소,1527.0,GS칼텍스,Y,서울 강남구 헌릉로 730 (세곡동),강남구
461,방죽주유소,1529.0,S-OIL,Y,서울특별시 강남구 밤고개로 215 (율현동),강남구
462,현대오일뱅크(주) 유진주유소,1533.0,현대오일뱅크,N,서울 강남구 논현로 152 (도곡동),강남구
463,자곡셀프주유소,1557.0,SK에너지,Y,서울 강남구 밤고개로 120 (자곡동),강남구
464,SK서광주유소,1565.0,SK에너지,Y,서울 강남구 역삼로 142 (역삼동),강남구
465,주)중앙에너비스 수서지점,1578.0,SK에너지,Y,서울특별시 강남구  광평로 202 (수서동),강남구
466,SK네트웍스(주) 매봉주유소,1589.0,SK에너지,Y,서울 강남구 언주로 307,강남구
467,(주)동하힐탑셀프주유소,1595.0,SK에너지,Y,서울 강남구 논현로 640,강남구
468,대동석유 압구정주유소,1596.0,SK에너지,Y,서울 강남구 언주로 842 (신사동),강남구
469,지에스칼텍스㈜ GS타워주유소,1597.0,GS칼텍스,N,서울 강남구 논현로 516 (역삼동),강남구
470,(주)선진도곡주유소,1597.0,S-OIL,N,서울 강남구 도곡로 162 (도곡동),강남구
471,일원주유소,1597.0,S-OIL,Y,서울 강남구 양재대로55길 3 (일원동),강남구
472,에쓰-오일(주)직영개나리주유소,1597.0,S-OIL,N,서울특별시 강남구  언주로 423 (역삼동),강남구
473,에스제이에너지(주) 개포주유소,1598.0,GS칼텍스,Y,서울 강남구 양재대로 339,강남구
474,지에스칼텍스㈜ 은마주유소,1602.0,GS칼텍스,N,서울 강남구 영동대로 235,강남구
475,지에스칼텍스㈜ 삼성로주유소,1607.0,GS칼텍스,Y,서울 강남구 삼성로 563 (삼성동),강남구
476,SK에너지㈜ 진달래주유소,1609.0,SK에너지,N,서울 강남구 도곡로 208,강남구
477,지에스칼텍스㈜ 주성주유소,1625.0,GS칼텍스,N,서울 강남구 영동대로 716,강남구
478,주식회사 논현에너지,1649.0,GS칼텍스,N,서울 강남구 학동로 229 (논현동),강남구
479,청명주유소,1653.0,SK에너지,N,서울특별시 강남구  역삼로 205 (역삼동),강남구
480,㈜새서울석유 새서울주유소,1738.0,현대오일뱅크,N,서울 강남구 압구정로 154,강남구
481,현대오일뱅크(주)직영 신사현대주유소,1763.0,현대오일뱅크,N,서울 강남구 도산대로 163 (신사동),강남구
482,대교주유소,1795.0,SK에너지,N,서울 강남구 강남대로 640 (신사동),강남구
483,대청주유소,1856.0,SK에너지,N,서울 강남구 개포로 654 (일원동),강남구
484,대성석유(주)동호주유소,1877.0,GS칼텍스,N,서울 강남구 봉은사로113길 51,강남구
485,동일석유㈜직영 남부주유소,1889.0,SK에너지,N,서울 강남구 선릉로 34,강남구
486,학여울주유소,1892.0,GS칼텍스,N,서울특별시 강남구  남부순환로 3170 (일원2동),강남구
487,현대오일뱅크(주)직영 한양주유소,1897.0,현대오일뱅크,N,서울 강남구 압구정로 302 (신사동),강남구
488,SK논현주유소,1898.0,SK에너지,N,서울 강남구 논현로 747 (논현동),강남구
489,명품주유소,1938.0,S-OIL,N,서울 강남구 도곡로 249 (역삼동),강남구
490,경원주유소,1984.0,S-OIL,N,서울 강남구 도산대로 428 (청담동),강남구
491,선우상사,1985.0,SK에너지,N,서울 강남구 남부순환로 2651 (도곡동),강남구
492,금성주유소,1985.0,SK에너지,N,서울 강남구 테헤란로 619 (삼성동),강남구
493,(주)소모에너지엔테크놀러지쎈트럴주유소,1988.0,GS칼텍스,N,서울 강남구 삼성로 335 (대치동),강남구
494,갤러리아주유소,1989.0,SK에너지,N,서울 강남구 압구정로 426 (청담동),강남구
495,오천주유소,1999.0,SK에너지,N,서울 강남구 봉은사로 503 (삼성동),강남구
496,(주)만정에너지,1999.0,GS칼텍스,N,서울 강남구 봉은사로 433 (삼성동),강남구
497,뉴서울(강남),2140.0,SK에너지,N,서울 강남구 언주로 716 (논현동),강남구
